sample_id	population_label	category	locality	country	lat	lon	date_bp	date_sd	coverage	snps_1240k	mol_sex	assessment	publication	publication_doi	usable_ancient
I1840.AG	Spain_MBA	West_Eurasian_control	El Sotillo (Basque Country, Álava, Laguardia)	Spain	42.5731538	-2.621938	3475.0	42.0	1.09154218	666259.0	M	Pass	OlaldeReichScience2019	https://doi.org/10.1126/science.aav4040	True
I1843.AG	Spain_C	West_Eurasian_control	Alto de la Huesera (Basque Country, Álava, Laguardia)	Spain	42.569508	-2.566083	4904.0	38.0	1.29823689	654483.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1851.AG	Russia_KrasnoyarskKrai_MLBA_Andronovo	West_Eurasian_control	Ustye-Biri-4 (Krasnoyarsk Krai, Krasnoturansky District, Lebyazhye Village)	Russia	54.17931667	91.57886667	3463.0	30.0	0.55125022	410799.0	M	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1852.AG	Russia_KrasnoyarskKrai_MLBA_Andronovo	West_Eurasian_control	Ustye-Biri-4 (Krasnoyarsk Krai, Krasnoturansky District, Lebyazhye Village)	Russia	54.17931667	91.57886667	3512.0	31.0	0.40393208	337632.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1853.AG	Russia_KrasnoyarskKrai_MLBA	West_Eurasian_control	Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)	Russia	53.873133	91.460467	3484.0	33.0	0.12252844	122234.0	M	Questionable	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1856.AG	Russia_KrasnoyarskKrai_MLBA	West_Eurasian_control	Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)	Russia	53.873133	91.460467	3540.0	42.0	1.80241501	716314.0	M	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1863.AG	Mexico_2750BP	Ancient_Mesoamerica	Coyote Cave (Coahuila, Torreón)	Mexico	25.42	-100.96	2750.0	115.0	0.08937903	91525.0	M	Questionable	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I1864.AG	Mexico_950BP	Ancient_Mesoamerica	Coyote Cave (Coahuila, Torreón)	Mexico	25.42	-100.96	942.0	24.0	0.81240598	501416.0	M	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I1867.AG	Mexico_700BP	Ancient_Mesoamerica	San Lorenzo Cave (Coahuila, Torreón)	Mexico	25.421	-100.961	682.0	13.0	0.09969069	101871.0	F	Questionable	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I1887.AG	Hungary_MN_Vinca	West_Eurasian_control	Versend-Gilencsa (Baranya County)	Hungary	45.5853	18.30771	7150.0	115.0	0.45230172	385309.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1889.AG	Hungary_MN_Vinca	West_Eurasian_control	Szederkény/Kukorica-dűlő (Baranya County, Bóly District)	Hungary	46.0526762	18.2659314	6943.0	71.0	0.50381223	399142.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1890.AG	Hungary_LN_Sopot	West_Eurasian_control	Fajsz-Garadomb-Unknown-Site-1 (Bács-Kiskun, Kalocsai, Fajsz)	Hungary	46.41594	18.91974	6875.0	101.0	0.09872688	103415.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1891.AG	Hungary_LN_Sopot	West_Eurasian_control	Fajsz-Garadomb-Unknown-Site-1 (Bács-Kiskun, Kalocsai, Fajsz)	Hungary	46.41594	18.91974	6913.0	72.0	0.52774676	422002.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1892.AG	Hungary_Avar-2	West_Eurasian_control	Bicske-Galagonyás (Fejér County, Bicske)	Hungary	47.48641	18.66366	1404.0	45.0	0.90783035	599616.0	M	Pass	GyurisSzécsényi-NagyCell2025	https://doi.org/10.1016/j.cell.2025.09.002	True
I1894.AG	Hungary_MN_Vinca	West_Eurasian_control	Versend-Gilencsa (Baranya County)	Hungary	45.5853	18.30771	7150.0	115.0	0.01643782	16149.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	False
I1896.AG	Hungary_MN_Vinca	West_Eurasian_control	Szederkény/Kukorica-dűlő (Baranya County, Bóly District)	Hungary	46.0526762	18.2659314	7190.0	59.0	0.26474072	249796.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1899.AG	Hungary_LN_Lengyel	West_Eurasian_control	Veszprém-Jutasi-út (Veszprém County)	Hungary	47.102645	17.912987	6550.0	173.0	0.37225055	326793.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1900.AG	Hungary_LN_Lengyel	West_Eurasian_control	Veszprém-Jutasi-út (Veszprém County)	Hungary	47.102645	17.912987	6686.0	38.0	0.05894638	62214.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1901.AG	Hungary_LN_Lengyel	West_Eurasian_control	Veszprém-Jutasi-út (Veszprém County)	Hungary	47.102645	17.912987	6550.0	173.0	0.69068144	494679.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1903.AG	Hungary_LN_Lengyel	West_Eurasian_control	Bátaszék-Lajvér (Tolna County, Szekszárd)	Hungary	46.20487	18.7004	6550.0	173.0	1.00216315	592275.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1906.AG	Hungary_LN_Lengyel	West_Eurasian_control	Csabdi-Télizöldes (Fejér County, Bicske)	Hungary	47.51062	18.61693	6550.0	173.0	0.57340834	453909.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1908.AG	Hungary_C_Balaton_Lasinja	West_Eurasian_control	Pusztaszentegyházi-dűlő (Zala County, Keszthely)	Hungary	46.70991	17.23935	6050.0	115.0	0.80589916	554972.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1909.AG	Hungary_C_Balaton_Lasinja	West_Eurasian_control	Lánycsók-Gata-Csatola (Baranya County, Bóly)	Hungary	45.993	18.58127	6086.0	59.0	0.70400186	500936.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1929.AG	Ukraine_Ternopil_Eneolithic_Trypillia	West_Eurasian_control	Verteba Cave (Ternopil Oblast, Chortkiv District, Bilche-Zolote Municipality)	Ukraine	48.7889	25.8715	5650.0	115.0	0.02616981	27233.0	F	Questionable	NikitinReichNature2025	https://doi.org/10.1038/s41586-024-08372-2	False
I1934.AG	Israel_MLBA	West_Eurasian_control	Tel Shadud (Northern Disctrict, Yizre'el)	Israel	32.6606	35.2341	3200.0	87.0	0.03189445	33006.0	M	Pass	vandenBrinkReichLevant2017	https://doi.org/10.1080/00758914.2017.1368204	True
I1955.AG	Iran_GanjDareh_Historic	West_Eurasian_control	Ganj Dareh (Hamadan Province, Tuyserkan)	Iran	34.45	48.116	389.0	47.0	4.64458271	795647.0	F	Pass	LazaridisReichNature2016	https://doi.org/10.1038/nature19310	False
I1958.AG	Russia_Tyumen_EN_Mesolithic	West_Eurasian_control	Mergen-7 (Tyumen Oblast, Ishimsky District)	Russia	56.036222	69.338861	6606.0	44.0	0.03126524	33101.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1959.AG	Russia_Omsk_N	West_Eurasian_control	Omskay (Omsk, Omskaya Stoyanka)	Russia	54.97	73.34	7440.0	54.0	7.52274693	836193.0	M	Pass	ZengReichNature2025	https://doi.org/10.1038/s41586-025-09189-3	True
I1960.AG	Russia_Tyumen_EN_Mesolithic	West_Eurasian_control	Mergen-6 (Tyumen Oblast, Ishimsky District)	Russia	56.0362222	69.3388611	8110.0	52.0	5.83257998	817292.0	F	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I1965.AG	Russia_AltaiKrai_N	Ancient_Siberian	Ust'-Isha (Altai Krai, Krasnogorsky District, Ust'-Isha Village)	Russia	52.163893	85.960425	5846.0	64.0	6.58653583	831576.0	M	Pass	RohlandReichGenomeRes2022	https://doi.org/10.1038/s41586-025-09189-3	True
I1972.AG	Spain_EN	West_Eurasian_control	El Prado de Pancorbo (Castilla y León, Burgos, Pancorbo)	Spain	42.6282	-3.11649	6703.0	36.0	0.53494971	376549.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I1975.AG	Spain_C	West_Eurasian_control	La Chabola de la Hechicera (Basque Country, Álava, Elvillar)	Spain	42.567556	-2.55352	4927.0	59.0	0.1080504	108584.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I0166.AG	Germany_HalberstadtSonntagsfeld_N	West_Eurasian_control	Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)	Germany	51.895833	11.046667	6400.0	87.0	0.1204635	120415.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I2014.AG	Germany_HalberstadtSonntagsfeld_EN_LBK	West_Eurasian_control	Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)	Germany	51.895833	11.046667	6946.0	67.0	0.01902074	19763.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	False
I2020.AG	Germany_HalberstadtSonntagsfeld_EN_LBK	West_Eurasian_control	Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)	Germany	51.895833	11.046667	7125.0	188.0	0.06330222	66478.0	M	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	True
I2022.AG	Germany_HalberstadtSonntagsfeld_EN_LBK	West_Eurasian_control	Halberstadt-Sonntagsfeld (Saxony-Anhalt, Harz)	Germany	51.895833	11.046667	7125.0	188.0	0.02057379	21603.0	F	Pass	LipsonReichNature2017	https://doi.org/10.1038/nature24476	False
I2177.AG	Bulgaria_Smyadovo_EBA	West_Eurasian_control	Smyadovo (Shumen Province, Smyadovo Municipality)	Bulgaria	43.057778	26.983611	5150.0	115.0	0.03292779	35906.0	M	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	True
I2403.AG	Poland_GlobularAmphora	West_Eurasian_control	Kierzkowo (Kuyavian-Pomeranian Province, Żnin County, Żnin)	Poland	52.849791	17.879081	4667.0	87.0	0.35393551	295619.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2417.AG	England_BellBeaker-olowEEF	West_Eurasian_control	Amesbury Down (England, Wiltshire)	United Kingdom	51.168023	-1.77254	4225.0	101.0	2.12966795	824508.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2428.AG	Bulgaria_Smyadovo_C	West_Eurasian_control	Smyadovo (Shumen Province, Smyadovo Municipality)	Bulgaria	43.057778	26.983611	6400.0	87.0	0.07227115	76847.0	M	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	True
I2458.AG	England_MBA-ohighEEF	West_Eurasian_control	Amesbury Down (England, Wiltshire)	United Kingdom	51.168023	-1.77254	3331.0	51.0	3.54302001	824362.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2461.AG	England_EBA_C	West_Eurasian_control	Porton (England, Wiltshire)	United Kingdom	51.129993	-1.689957	3975.0	72.0	2.79135246	784259.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2462.AG	England_Thanet_EBA_C-ohighEEF	West_Eurasian_control	Thanet (England, Kent)	United Kingdom	51.3603	1.3405	3942.0	59.0	3.02863105	829830.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2464.AG	England_EBA_C	West_Eurasian_control	Boscombe Airfield (England, Wiltshire)	United Kingdom	51.15	-1.75	3615.0	49.0	0.05113767	54007.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2477.AG	Italy_EmiliaRomagna_BellBeaker2-2	West_Eurasian_control	Via Guidorossi (Emilia-Romagna, Parma)	Italy	44.782419	10.29762	4000.0	87.0	2.55067923	796921.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2509.AG	Bulgaria_Dzhulyunitsa_C	West_Eurasian_control	Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)	Bulgaria	43.16089	25.88341	6350.0	30.0	10.3740469	870665.0	F	Questionable	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2510.AG	Bulgaria_Dzhulyunitsa_EBA-1	West_Eurasian_control	Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)	Bulgaria	43.16089	25.88341	4794.0	57.0	7.3435604	816094.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2513.AG	Iran_TepeHissar_C	West_Eurasian_control	Tepe Hissar (Semnan Province, Damghan)	Iran	36.1544444	54.3836111	4564.0	85.0	2.0222094	647150.0	F	Questionable	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I2514.AG	Iran_TepeHissar_C	West_Eurasian_control	Tepe Hissar (Semnan Province, Damghan)	Iran	36.1544444	54.3836111	4347.0	48.0	6.14813421	743523.0	M	Pass	NarasimhanReichScience2019	https://doi.org/10.1126/science.aat7487	True
I2519.AG	Bulgaria_Dzhulyunitsa_C	West_Eurasian_control	Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)	Bulgaria	43.16089	25.88341	6237.0	33.0	5.31655889	775954.0	F	Questionable	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2520.AG	Bulgaria_Dzhulyunitsa_EBA	West_Eurasian_control	Dzhulyunitsa (Veliko Tarnovo Province, Lyaskovets Municipality)	Bulgaria	43.16089	25.88341	5153.0	89.0	6.73720342	790968.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2525.AG	Bulgaria_Samovodene_EarlyMedieval-oEastAsia	West_Eurasian_control	Samovodene (Veliko Tarnovo Province, Gorna Oryahovitsa Municipality)	Bulgaria	43.139507	25.610236	1014.0	33.0	9.84925767	848640.0	M	Pass	LazaridisReichScience2022	https://doi.org/10.1126/science.abm4247	True
I2532.AG	Romania_Eneolithic-oEEF	West_Eurasian_control	Coțatcu (Buzău County, Podgoria)	Romania	45.466	27.01	7614.0	30.0	2.41051277	706515.0	M	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2533.AG	Romania_Eneolithic-oEEF	West_Eurasian_control	Cârcea (Dolj County)	Romania	44.27	23.9	7371.0	32.0	4.61188175	778625.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2534.AG	Romania_Mesolithic	West_Eurasian_control	Teleor-3 (Teleorman County, Măgura)	Romania	44.027196	25.392494	7670.0	52.0	0.59837708	432819.0	F	Pass	MathiesonReichNature2018	https://doi.org/10.1038/nature25778	True
I2557.AG	Peru_EIP_1350BP	Ancient_South_America	Ica Valley (Ica Region, Sa Jose de los Molinos District)	Peru	-13.9049	-75.6607	1395.0	46.0	0.62640498	452042.0	F	Pass	NakatsukaFehren-SchmitzCell2020	https://doi.org/10.1016/j.cell.2020.04.015	True
I2558.AG	Peru_EIP_1350BP	Ancient_South_America	Ica Valley (Ica Region, Sa Jose de los Molinos District)	Peru	-13.9049	-75.6607	1320.0	26.0	0.39921991	327403.0	M	Pass	NakatsukaFehren-SchmitzCell2020	https://doi.org/10.1016/j.cell.2020.04.015	True
I2560.AG	Peru_MiddleHolocene_950BP	Ancient_South_America	Ica Valley (Ica Region, Sa Jose de los Molinos District)	Peru	-13.9049	-75.6607	950.0	36.0	1.02786365	595962.0	F	Pass	NakatsukaFehren-SchmitzCell2020	https://doi.org/10.1016/j.cell.2020.04.015	True
I2563.AG	Peru_LIP	Ancient_South_America	Chanka (Ayacucho Region, Huancaraylla District)	Peru	-13.754052	-74.225667	650.0	58.0	0.03327629	35425.0	F	Questionable	NakatsukaFehren-SchmitzCell2020	https://doi.org/10.1016/j.cell.2020.04.015	True
I2566.AG	England_EBA_C	West_Eurasian_control	Amesbury Down (England, Wiltshire)	United Kingdom	51.168023	-1.77254	4078.0	57.0	2.52007015	488703.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2567.AG	Scotland_EBA_C	West_Eurasian_control	Dryburn Bridge (Scotland, East Lothian)	United Kingdom	55.971	-2.444	4018.0	52.0	2.05928966	592246.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2568.AG	Scotland_EBA_C_mediumhighEEF-omediumhighEEF	West_Eurasian_control	Dryburn Bridge (Scotland, East Lothian)	United Kingdom	55.971	-2.444	4113.0	68.0	1.7216564	573521.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2573.AG	Scotland_MBA	West_Eurasian_control	Evergreen (Scotland, Longniddry)	United Kingdom	55.98	-2.896	3361.0	53.0	1.0043541	624937.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2596.AG	England_EBA_C-olowEEF	West_Eurasian_control	Amesbury Down (England, Wiltshire)	United Kingdom	51.168023	-1.77254	4086.0	61.0	0.93677166	531077.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2600.AG	England_EBA_C	West_Eurasian_control	Porton (England, Wiltshire)	United Kingdom	51.129993	-1.689957	3970.0	56.0	1.47198644	539127.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2601.AG	England_Thanet_EBA_C	West_Eurasian_control	Thanet (England, Kent)	United Kingdom	51.3603	1.3405	3808.0	60.0	0.98031789	512085.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2602.AG	England_Thanet_EBA_C	West_Eurasian_control	Thanet (England, Kent)	United Kingdom	51.3603	1.3405	3762.0	48.0	1.82034678	645377.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2605.AG	England_N	West_Eurasian_control	Eton Rowing Course (England, Buckinghamshire)	United Kingdom	51.49275	-0.665402	5397.0	45.0	1.25165234	623688.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2609.AG	England_EBA_C	West_Eurasian_control	Hexham Golf Course (England, Northumberland)	United Kingdom	54.979	-2.123	3848.0	68.0	0.37300926	285246.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2610.AG	England_EBA_C	West_Eurasian_control	Bewes Hill (England, Blaydon, Tyne and Wear)	United Kingdom	54.96268	-1.741556	3783.0	54.0	0.07995818	82774.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2612.AG	England_EBA_C	West_Eurasian_control	Hasting Hill (England, Tyne and Wear, Sunderland)	United Kingdom	54.883	-1.452	4293.0	71.0	0.05616184	57985.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2618.AG	England_EBA_C	West_Eurasian_control	Reaverhill (England, Northumberland, Barrasford)	United Kingdom	55.058	-2.147	3993.0	57.0	1.15148018	648469.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2630.AG	Scotland_N	West_Eurasian_control	Isbister (Scotland, Orkney Islands, South Ronaldsay, Liddle)	United Kingdom	58.744956	-2.916882	4471.0	41.0	6.43828777	920476.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2631.AG	Scotland_N	West_Eurasian_control	Quoyness (Scotland, Orkney)	United Kingdom	59.225586	-2.56819	4957.0	76.0	4.25961488	865882.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2633.AG	Scotland_N	West_Eurasian_control	Tulloch of Assery B (Scotland, Caithness, Lieurary)	United Kingdom	58.535386	-3.602456	5639.0	35.0	3.13069086	736391.0	F	Questionable	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2635.AG	Scotland_N	West_Eurasian_control	Tulloch of Assery A (Scotland, Caithness, Lieurary)	United Kingdom	58.535385	-3.602456	5523.0	47.0	3.52818391	758096.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2637.AG	Scotland_N	West_Eurasian_control	Holm of Papa Westray North (Scotland, Orkney)	United Kingdom	59.353914	-2.8733368	5375.0	72.0	3.0627069	839138.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2639.AG	England_MBA	West_Eurasian_control	Amesbury Down (England, Wiltshire)	United Kingdom	51.168023	-1.77254	3430.0	26.0	2.14777702	591838.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2650.AG	Scotland_N	West_Eurasian_control	Holm of Papa Westray North (Scotland, Orkney)	United Kingdom	59.353914	-2.8733368	5375.0	72.0	2.13780082	767579.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2651.AG	Scotland_N	West_Eurasian_control	Holm of Papa Westray North (Scotland, Orkney)	United Kingdom	59.353914	-2.8733368	5160.0	69.0	1.75440429	781958.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2653.AG	Scotland_MBA	West_Eurasian_control	Evergreen (Scotland, Longniddry)	United Kingdom	55.98	-2.896	3224.0	57.0	0.92016784	577510.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2654.AG	Scotland_MBA	West_Eurasian_control	Evergreen (Scotland, Longniddry)	United Kingdom	55.98	-2.896	3287.0	45.0	0.7804055	530067.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2655.AG	Scotland_MBA	West_Eurasian_control	Pabaigh Mor - Pabay Mòr (Scotland, Outer Hebrides)	United Kingdom	58.23	-6.935	3311.0	49.0	3.97222848	827409.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2659.AG	Scotland_N	West_Eurasian_control	Distillery Cave (Scotland, Argyll)	United Kingdom	56.41	-5.471	5637.0	31.0	3.27772134	803285.0	F	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2660.AG	Scotland_N_mediumlowEEF-omediumlowEEF	West_Eurasian_control	Distillery Cave (Scotland, Argyll)	United Kingdom	56.41	-5.471	5394.0	47.0	4.27873208	815765.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2691.AG	Scotland_N_mediumlowEEF-omediumlowEEF	West_Eurasian_control	Distillery Cave (Scotland, Argyll)	United Kingdom	56.41	-5.471	5613.0	29.0	3.8013947	782979.0	M	Pass	OlaldeReichNature2018	https://doi.org/10.1038/nature25738	True
I2692.AG	Scotland_EIA	West_Eurasian_control	Broxmouth (Scotland, East Lothian)	United Kingdom	55.988523	-2.480662	2436.0	80.0	1.3958218	654987.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I2693.AG	Scotland_LIA	West_Eurasian_control	Broxmouth (Scotland, East Lothian)	United Kingdom	55.988523	-2.480662	2060.0	52.0	0.42058717	333904.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I2694.AG	Scotland_LIA_MIA	West_Eurasian_control	Broxmouth (Scotland, East Lothian)	United Kingdom	55.988523	-2.480662	2202.0	73.0	5.2036425	787990.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I2695.AG	Scotland_LIA_MIA	West_Eurasian_control	Broxmouth (Scotland, East Lothian)	United Kingdom	55.988523	-2.480662	2208.0	69.0	0.65883739	461672.0	M	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I2696.AG	Scotland_LIA_MIA	West_Eurasian_control	Broxmouth (Scotland, East Lothian)	United Kingdom	55.988523	-2.480662	2165.0	84.0	1.43219898	648218.0	F	Pass	PattersonReichNature2021	https://doi.org/10.1038/s41586-021-04287-4	True
I2704.AG	USA_California_LateHolocene_Chumash_Barbareno	Ancient_North_America	CA-SRI-2B (California, Santa Rosa Island, Skull Gulch)	USA	34.001891	-120.1925	598.0	31.0	7.1313418	757571.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
I2705.AG	USA_California_LateHolocene_Chumash_Barbareno	Ancient_North_America	CA-SRI-2B (California, Santa Rosa Island, Skull Gulch)	USA	34.001891	-120.1925	651.0	35.0	2.48247974	717036.0	F	Pass	NakatsukaReichNature2023	https://doi.org/10.1038/s41586-023-06771-5	True
